state,zip_code,county,borough,longitude,latitude,entity_name,street_number,street_name
NY,10452,Bronx,Bronx,-73.9246248,40.83822358,TROCHEZ MEAT 2 CORP,106,W 168TH STREET
NY,11101,Queens,Queens,-73.91363176,40.75332412,H MART LIC LLC,48-18,NORTHERN BLVD
NY,10469,Bronx,Bronx,-73.85748349,40.86176004,SAM CONVENIENT INC,2420,WILLIAMSBRIDGE RD
NY,11372,Queens,Queens,-73.88132531,40.74779248,ZAZA EXOTIC MAKE YOURSELF HAPPY CORP,84-30,ROOSEVELT AVE
NY,11423,Queens,Queens,-73.75977237,40.71362411,HA DELI AND GROCERY 1 CORP,198-37,JAMAICA AVE UNIT B
NY,11206,Kings,Brooklyn,-73.94851599,40.69258742,BARBU GOURMET DELI INC,643,MARCY AVENUE
NY,11368,Queens,Queens,-73.86231289,40.75080569,TEJADA FAMILY GROCERY CORP,39-02,104TH STREET
NY,11220,Kings,Brooklyn,-74.02148179,40.6414734,MONARCAS DELI & GROCERY CORPORATION,6106,3RD AVENUE
NY,11220,Kings,Brooklyn,-74.00919384,40.64640326,LAS CONCHITAS GROCERY CORP,4724,5TH AVE
NY,11221,Kings,Brooklyn,-73.94329071,40.692422,DEKALB FRESH MARKET LLC,825,DEKALB AVENUE
NY,11235,Kings,Brooklyn,-73.95722168,40.57829632,GASTRONOM ODESSA INC,1079,BRIGHTON BEACH AVE
NY,11205,Kings,Brooklyn,-73.95258582,40.69474279,MYRTLE DELI CORP,158,NOSTRAND AVE
NY,10458,Bronx,Bronx,-73.89255663,40.86218429,TASTY DELI CORP,2538,MARION AVE
NY,10468,Bronx,Bronx,-73.90786744,40.86268461,WEST FORDHAM GROCERY INC,150,W FORDHAM ROAD
NY,11355,Queens,Queens,-73.82938903,40.75762286,BO LUO MI INC,4120,MAIN ST #A1
NY,10473,Bronx,Bronx,-73.85861052,40.82110312,B&B FOOD AND FRIED CHICKEN INC,755,WHITE PLAINS RD
NY,11355,Queens,Queens,-73.82682441,40.75274141,CORNER 4295 INC,42-95,MAIN ST STORE #5
NY,11366,Queens,Queens,-73.79278467,40.72564489,Q SUSHI INC THE,176-19,UNION TPKE
NY,10310,Richmond,Staten Island,-74.13014839,40.63080311,POST CORNER CONVENIENCE LLC,868,POST AVENUE
NY,11214,Kings,Brooklyn,-73.99438788,40.60250325,TESOLIFE BK INC,2159,86TH ST
NY,10001,New York,Manhattan,-73.98837219,40.74805492,TESOLIFE K TOWN INC,1265,BROADWAY
NY,10003,New York,Manhattan,-73.98857771,40.72912208,TESOLIFE ST MARKS INC,19-23,ST MARKS PLACE
NY,11355,Queens,Queens,-73.8297274,40.75738104,TESOLIFE HOLDING INC,13355,41ST AVE
NY,11220,Kings,Brooklyn,-74.01067358,40.63535151,TESOLIFE SAVE INC,765,61ST ST
NY,10016,New York,Manhattan,-73.97646787,40.74429086,603 GOURMET DELI CORP,603,2ND AVE
NY,11354,Queens,Queens,-73.82884764,40.75626629,WING FUNG 2019 INC,41-60,MAIN ST. UNIT 102
NY,11234,Kings,Brooklyn,-73.92961966,40.61891485,BROOKLYN FAMOUS DELI GROCERY INC,4701,AVENUE N
NY,11354,Queens,Queens,-73.81758605,40.76520211,TARIM FRESH MEATS LLC,147-48,NORTHERN BLVD
NY,10461,Bronx,Bronx,-73.84628585,40.84427761,WATERS ORGANIC DELI CORP,1497,WILLIAMSBRIDGE RD
NY,11366,Queens,Queens,-73.80948896,40.72084521,SHAMBHU 7902 INC,79-02,PARSONS BLVD
NY,10458,Bronx,Bronx,-73.89555074,40.86092655,LA PRESION DELI GROCERY CORP,269,E 188TH STREET
NY,10462,Bronx,Bronx,-73.8467021,40.83655046,WZ DELI MINI MARKET INC,2366,WESTCHESTER AVE
NY,10013,New York,Manhattan,-74.00578215,40.72453278,HEALTHY & FRESH GOURMET DELI CORP,110,VARICK STREET
NY,10013,New York,Manhattan,-74.00873099,40.72734826,HUDSON SQUARE NATURAL FOOD & DELI CORP,549,GREENWICH STREET
NY,11216,Kings,Brooklyn,-73.93766788,40.68038505,476 MARCUS GARVEY MEAT LLC,476,MARCUS GARVEY BLVD
NY,11203,Kings,Brooklyn,-73.9296163,40.64648406,SUPERIOR STOP DELI CORP,1083,UTICA AVE
NY,10455,Bronx,Bronx,-73.90646708,40.81558963,BANI 03 DELI GROCERY CORP,766,E 152ND ST
NY,10466,Bronx,Bronx,-73.84451576,40.89570847,OLIVES FOOD MARKET CORP,4200,BAYCHESTER AVE
NY,11214,Kings,Brooklyn,-73.99739279,40.59876731,BATH CORNER INC,2171,BATH AVE
NY,11214,Kings,Brooklyn,-73.98766367,40.59772469,PS QUALITY FOODS INC,8612,25TH AVE
NY,10303,Richmond,Staten Island,-74.16770795,40.62875407,ASIAN FOOD MARKETS OF FOREST AVE LLC,2343,FOREST AVE
NY,11201,Kings,Brooklyn,-73.98657905,40.70219807,CVS ALBANY LLC,79,JAY ST
NY,10007,New York,Manhattan,-74.00861365,40.71165005,CVS ALBANY LLC,217,BROADWAY
NY,11236,Kings,Brooklyn,-73.90769788,40.64722502,A & S SUPERETTE I CORP,9423,FOSTER AVE
NY,10128,New York,Manhattan,-73.9510759,40.78610167,96TH DELI INC,141,E 96TH ST
NY,11432,Queens,Queens,-73.80635304,40.71217622,SUNNY DELI & GROCERY INC,84-77,PARSONS BLVD
NY,11230,Kings,Brooklyn,-73.96699096,40.63233696,FOSTER AVE DELI KING INC,1036,CONEY ISLAND AVE
NY,11236,Kings,Brooklyn,-73.90397489,40.64646872,LA ESQUINA MELO GROCERY CORP,1356,ROCKAWAY PKWY
NY,10459,Bronx,Bronx,-73.88747536,40.82515338,PERLA GROCERY CORP,1142,EAST 165TH STREET
NY,10454,Bronx,Bronx,-73.91876853,40.8080224,1 S&F DELI GROCERY CORP,260,BROOK AVE
NY,11237,Kings,Brooklyn,-73.9208832,40.70521539,66 MINI MARKET CORP,66,WYCKOFF AVE
NY,11208,Kings,Brooklyn,-73.86989809,40.67557777,MANIN DELI GROCERY CORP,2766,PITKIN AVE
NY,10472,Bronx,Bronx,-73.87413213,40.82688244,W & M GROCERY INC,1105,MORRISON AVENUE
NY,11220,Kings,Brooklyn,-74.00515167,40.63953748,HUI FENG GROUP INC,5217,8TH AVE
NY,10460,Bronx,Bronx,-73.88561458,40.84398303,DOLLY DELI CORP,2001,SOUTHERN BLVD
NY,10039,New York,Manhattan,-73.93909448,40.82640983,A&F ORGANIC GOURMET AND GRILL CORP,2844,FREDERICK DOUGLASS BLVD
NY,11224,Kings,Brooklyn,-73.99865796,40.5749687,ZOOM DELI INC,3202,MERMAID AVE
NY,11366,Queens,Queens,-73.79994667,40.72319826,ADDICTION JUICE BAR & GRILL CORP,16807,UNION TPKE
NY,11225,Kings,Brooklyn,-73.95058087,40.6617051,BUDDY GOURMET DELI CORP,1079,NOSTRAND AVE
NY,11207,Kings,Brooklyn,-73.90793123,40.68584167,MOFFAT DELI GROCERY CORP,112,MOFFAT ST
NY,11411,Queens,Queens,-73.74200928,40.69559979,BOGOPA CAMBRIA HEIGHTS INC,217-20,LINDEN BLVD
NY,10457,Bronx,Bronx,-73.89245975,40.8526705,4457 NATURAL DELI INC,4457,3RD AVE
NY,10030,New York,Manhattan,-73.94265687,40.82214528,SEQUOIA FOOD & DELI CORPORATION,2709,FREDERICK DOUGLASS BLVD
NY,11103,Queens,Queens,-73.91243013,40.7674558,BEETY MARKET INC,25-22,STEINWAY ST
NY,11370,Queens,Queens,-73.8921331,40.75991996,ELMHURST FARMS FOOD CORP,75-55,31ST AVENUE
NY,11105,Queens,Queens,-73.90217135,40.76994589,TANVI FOOD MARKET INC,46-14,DITMARS BLVD
NY,11238,Kings,Brooklyn,-73.96139453,40.68246103,MCC1013FULTON INC,1013,FULTON STREET
NY,11220,Kings,Brooklyn,-74.00715704,40.63801524,K & K SEAFOOD INC,5518,8TH AVE
NY,10462,Bronx,Bronx,-73.86402967,40.85434168,BUY & BUY DELI CORP,798,LYDIG AVE
NY,10035,New York,Manhattan,-73.93892265,40.80518283,MANHATTAN NEWS INC,101,E 125TH ST
NY,11378,Queens,Queens,-73.89284054,40.72762734,BRAVO CARNICERIA MINI MARKET INC,7007,GRAND AVE
NY,11225,Kings,Brooklyn,-73.95344731,40.65680738,DARLIN MINI MARKET INC,200,WINTHROP ST
NY,11216,Kings,Brooklyn,-73.95340356,40.67485035,HOMEPLATE SBC INC,1413,BEDFORD AVE
NY,10453,Bronx,Bronx,-73.91400425,40.85365265,ANDREWS AVE DELI GROCERY LLC,1893,ANDREWS AVENUE
NY,11418,Queens,Queens,-73.82651278,40.70090981,OUR VILLAGE BAKERY & RESTAURANT CORP,123-25,JAMAICA AVENUE
NY,11206,Kings,Brooklyn,-73.93505029,40.69871614,ALEYA DELI GROCERY CORP,586,BUSHWICK AVENUE
NY,11207,Kings,Brooklyn,-73.89402071,40.66942642,NEW JERSEY DELI & GRILL CORP,403,NEW JERSEY AVENUE
NY,10128,New York,Manhattan,-73.94715812,40.78384921,F&A 99 CENTS &DISCOUNT LLC,1848,2ND AVE
NY,11429,Queens,Queens,-73.73373466,40.71259037,SOUTH HEMPSTEAD CONVENIENCE CORP,220-10,HEMPSTEAD AVE
NY,10307,Richmond,Staten Island,-74.2463349,40.50931292,AMBOY SNACKS & DRINKS CORP,7507,AMBOY RD
NY,11204,Kings,Brooklyn,-73.98324322,40.61236112,KA WING HONG CORP,6722,BAY PKWY
NY,11214,Kings,Brooklyn,-73.9914108,40.60029693,K&K GROCERY NY INC,2308,86TH STREET
NY,11214,Kings,Brooklyn,-73.99646525,40.60372684,GOLDEN TREASURY NY INC,2067,86TH STREET
NY,10128,New York,Manhattan,-73.95761706,40.78226469,MADISON FARE LLC,1225,MADISON AVENUE
NY,10027,New York,Manhattan,-73.95012732,40.81130157,127 FAMILY GOURMET DELI 2366 INC,2366,FREDERICK DOUGLASS BLVD
NY,11209,Kings,Brooklyn,-74.02374114,40.62722257,AMIRA FRESH MARKET CORP,7802,5TH AVE
NY,11219,Kings,Brooklyn,-73.99735013,40.62548823,NXU DELI AND GRILL CORP,6226,NEW UTRECHT AVE
NY,11215,Kings,Brooklyn,-73.9895972,40.66899647,4TH AVENUE CONVENIENCE INC,246,11TH ST.
NY,10466,Bronx,Bronx,-73.85940102,40.88935826,FAMILY AFRICAN MEAT MARKET CORPORATION,4028,WHITE PLAINS RD
NY,10021,New York,Manhattan,-73.96062579,40.76961337,1247JB LLC,1247,3RD AVE
NY,11368,Queens,Queens,-73.85636635,40.75156132,EL QUETZALITO 4 CORP,108-69,ROOSEVELT AVE
NY,10462,Bronx,Bronx,-73.86274724,40.8457776,CONTIS BAKING COMPANY INC,784-788,MORRIS PARK AVE
NY,11434,Queens,Queens,-73.76115958,40.67989127,FARMER SERVICE CENTER INC,131-07,MERRICK BLVD
NY,10128,New York,Manhattan,-73.95215155,40.78665446,PHYO THIRI LLC,1245,PARK AVE
NY,10009,New York,Manhattan,-73.97806722,40.72492669,MOES SHAKES & JUICE BAR CORP,134,AVE C
NY,10035,New York,Manhattan,-73.93782018,40.80532423,108 PARK DELI CORP,108,E 126TH STREET
NY,10034,New York,Manhattan,-73.91752398,40.86874271,BROADWAY MINI MARKET CORP,5008,BROADWAY - STORE 5
NY,11355,Queens,Queens,-73.82726396,40.75256803,CB DIRECTOR STORE INC,4296A,MAIN STREET
NY,11214,Kings,Brooklyn,-74.00365089,40.6080677,CENTROAMERICANA DELI CORP,1729,86TH ST
NY,11213,Kings,Brooklyn,-73.92531186,40.67283928,AL KAWKAB DELI $ GROCERY CORP,184,BUFFALO AVE
NY,11216,Kings,Brooklyn,-73.94414935,40.68382762,KINGS NATURAL MARKET CORP,390,TOMPKINS AVE
NY,10302,Richmond,Staten Island,-74.13030245,40.63800757,HEBERTON FOOD CORP,69,HEBERTON AVE
NY,10466,Bronx,Bronx,-73.85698703,40.89373172,233RD CARRIBEAN MEAT MARKET CORP,4206,WHITE PLAINS RD
NY,11204,Kings,Brooklyn,-73.98962319,40.6127171,TOTOPAN PANADERIA Y PASTELERIA GUATEMALT,7117,20TH AVE
NY,10029,New York,Manhattan,-73.94826185,40.79045901,1 GOLD DELI CORP,126,E 103RD STREET
NY,10032,New York,Manhattan,-73.93888652,40.83748601,MINI MARKET RJ CORP,2102,AMSTERDAM AVE
NY,11249,Kings,Brooklyn,-73.96334139,40.71838751,SAPPHIRE CAFE & DELI CORP,40,NORTH 4TH STREET
NY,10033,New York,Manhattan,-73.93759009,40.8487437,NEW YORK FINE FARE SUSHI,4211,BROADWAY #17
NY,11233,Kings,Brooklyn,-73.91299482,40.67664768,ATLANTIC OCEAN DELI AND GRILL INC,2053,ATLANTIC AVE
NY,11435,Queens,Queens,-73.80236577,40.69488159,DESHI BAZAR & HALAL MEAT INC,106-15,SUTPHIN BLVD
NY,11206,Kings,Brooklyn,-73.94254983,40.70728454,YUN HAI 170 MONTROSE LLC,170,MONTROSE AVE
NY,11238,Kings,Brooklyn,-73.95516255,40.67821008,AMELIA VERAS LLC,591,FRANKLIN AVE
NY,11210,Kings,Brooklyn,-73.94581198,40.62024678,CARVE DELICATESSEN CORP,2640,NOSTRAND AVENUE
NY,11230,Kings,Brooklyn,-73.97333036,40.61164703,MAKRO UZ INC,1701,MCDONALD AVE
NY,10462,Bronx,Bronx,-73.85136269,40.83088329,CASTLE HILL FRUITS & GROCERY INC,2167,CROSS BRONX EXPY #4
NY,10009,New York,Manhattan,-73.98367229,40.72914383,MADINA HALAL MEAT & GROCERY INC,402,E 11TH ST
NY,11233,Kings,Brooklyn,-73.92916863,40.67969991,FULTON PLAZA DELI & GRILL 1 CORP,1747,FULTON ST
NY,11204,Kings,Brooklyn,-73.98858324,40.6137117,DELI CHAPIN & GROCERY CORPORATION,6923,20TH AVE
NY,11004,Queens,Queens,-73.71689517,40.74424237,OAK IMPORTS LLC,253-22,UNION TURNPIKE
NY,10016,New York,Manhattan,-73.98575075,40.74363392,ITO INC,63,MADISON AVE
NY,10456,Bronx,Bronx,-73.91083447,40.83779048,FAMILY 2 CANDY AND GROCERY CORP,287,E 170TH ST
NY,11373,Queens,Queens,-73.88695007,40.74357831,78 ST MOM GROCERY STORE INC,78-02,WOODSIDE AVE
NY,11419,Queens,Queens,-73.83209789,40.68450417,HALAL MART INC,109-19,LIBERTY AVE
NY,10040,New York,Manhattan,-73.92714591,40.8633345,ORGANIC DELI & SMOKE SHOP CORP,64,SHERMAN AVENUE
NY,11206,Kings,Brooklyn,-73.94839654,40.70892857,A&N DELI AND GRILL CORP,400,LORIMER STREET
NY,10469,Bronx,Bronx,-73.85303647,40.87295542,1172 SAMS DELI CORP,1172,E GUN HILL RD
NY,11207,Kings,Brooklyn,-73.89250434,40.68037159,HIGHLAND CONVENIENCE CORP,210,JAMAICA AVE
NY,11373,Queens,Queens,-73.88380929,40.74630025,82ND ELMHURST DELI & GRILL CORP,4046,82ND ST.
NY,10005,New York,Manhattan,-74.01204168,40.70704386,WHOLE FOODS MARKET GROUP INC,66,BROADWAY
NY,11355,Queens,Queens,-73.82863876,40.74707252,RUIMING LLC,136-10B,BOOTH MEMORIAL AVENUE
NY,10469,Bronx,Bronx,-73.85851614,40.86317663,GNG EUROPEAN GROCERY INC,1005,MACE AVE
NY,11365,Queens,Queens,-73.79283149,40.73947172,FRESH & TASTY SUSHI INC,196-35,HORACE HARDING EXPRESSWAYS
NY,10007,New York,Manhattan,-74.01185225,40.71179065,HUDSON GROUP (HG) RETAIL LLC,185,GREENWICH ST
NY,10460,Bronx,Bronx,-73.87146819,40.84232262,M TEJADA CORP,526,MORRIS PARK AVENUE
NY,11236,Kings,Brooklyn,-73.92024575,40.64943143,RALPH FOOD CENTER INC,1061,RALPH AVENUE
NY,11218,Kings,Brooklyn,-73.97855187,40.64304262,BAKAR LLC,130,CHURCH AVE
NY,10472,Bronx,Bronx,-73.87773283,40.82885998,NO 2 VARIEDADES DE MI CULTURA EBENEZER G,1553,WESTCHESTER AVE B
NY,11207,Kings,Brooklyn,-73.90057435,40.67639417,GRAB & GO DELI PIZZA INC,1842,E NEW YORK AVE.
NY,10460,Bronx,Bronx,-73.86497314,40.84114479,ALEY LUISA LLC,1865,EAST TREMONT AVENUE
NY,10034,New York,Manhattan,-73.92341286,40.86437205,UPTOWN DELI AND GRILL CORP,147,SHERMAN AVE
NY,10014,New York,Manhattan,-74.00185976,40.7375671,JUICE PRESS LLC THE,97,GREENWICH AVE
NY,11432,Queens,Queens,-73.79521307,40.71003875,FATIMA GROCERY INC,167-11,HILLSIDE AVE
NY,11229,Kings,Brooklyn,-73.9498493,40.59943719,NIXON & SON MEAT MARKET CORP,2114,AVENUE U
NY,10453,Bronx,Bronx,-73.9117538,40.848234,AFRICAN UNITY MEAT V CORP,1770,JEROME AVE
NY,11216,Kings,Brooklyn,-73.94778517,40.68741181,KEVIN ADRIAN SMART MARKET CORP,325,QUINCY STREET
NY,11228,Kings,Brooklyn,-74.01325487,40.62774854,PANDA DELI AND GROCERY INC,7021,FORT HAMILTON PKWY
NY,11413,Queens,Queens,-73.75991353,40.68317538,NEW ARROW DELI GROCERY INC,186-02,122ND AVENUE
NY,10001,New York,Manhattan,-73.99663071,40.74711816,MANHATTAN 8TH AVE INC,322,8TH AVE.
NY,11219,Kings,Brooklyn,-73.99450045,40.63725617,BP FISH MARKET LLC,4801,NEW UTRECHT AVE
NY,11231,Kings,Brooklyn,-74.01007746,40.67502453,129 MONEY MARKET & GRILL CORP,129,DWIGHT STREET
NY,10451,Bronx,Bronx,-73.91794811,40.82335081,AMAZING DELI MARKET CORP,299,E 158TH STREET
NY,11237,Kings,Brooklyn,-73.92459429,40.70222757,KING FRUIT II CORP,268,KNICKERBOCKER AVE
NY,10025,New York,Manhattan,-73.97119275,40.79433624,KING BOY DELI AND GROCERY CORP,216,W 96TH STREET
NY,11207,Kings,Brooklyn,-73.88690948,40.65425485,FAST N FRESH DELI MARKET CORP,116,CAZINE AVE
NY,11210,Kings,Brooklyn,-73.94327369,40.6294504,MADISON DELI FOOD CORP,3402,AVENUE I
NY,11226,Kings,Brooklyn,-73.94994929,40.65296516,ELIAS DELI V CORP,1382,NOSTRAND AVE
NY,11368,Queens,Queens,-73.86433108,40.7372167,STOP 25TH CONVENIENCE DELI CORP,96-19,57TH AVENUE
NY,11223,Kings,Brooklyn,-73.98369081,40.59103874,S&W DELI CORP,2301,STILLWELL AVENUE
NY,11433,Queens,Queens,-73.7763834,40.69678092,NEW WAY CONVENIENCE CORP,105-115,177TH STREET
NY,11225,Kings,Brooklyn,-73.9600178,40.66319779,JJJ FISH INC,44,EMPIRE BLVD
NY,10454,Bronx,Bronx,-73.9217778,40.80847281,OZONO DELI GROCERY CORP,430,E 138TH STREET
NY,11212,Kings,Brooklyn,-73.90872542,40.66985419,OSBORN MINI MARKET 1 CORP,1742,PITKIN AVE
NY,11362,Queens,Queens,-73.73173432,40.75971632,SHREEJI INC,56-12,MARATHON PKWAY
NY,11103,Queens,Queens,-73.91215831,40.75552361,48 BROADWAY SUPERMARKET INC,48-18,BROADWAY
NY,11429,Queens,Queens,-73.73490042,40.71321348,ANGEL MEAT MARKET PLACE INC,218-91,HEMPSTEAD AVE
NY,10024,New York,Manhattan,-73.97910331,40.78461288,NFM BROADWAY LLC,2244,BROADWAY
NY,11368,Queens,Queens,-73.85471933,40.73948468,JUSBELINDA GROCERY CORP,105-44,OTIS AVE
NY,10022,New York,Manhattan,-73.97504312,40.75886267,NEUHAUS INC,488,MADISON AVE
NY,10458,Bronx,Bronx,-73.89612222,40.86246781,TARGET CORPORATION,215,E FORDHAM RD
NY,11223,Kings,Brooklyn,-73.9631476,40.59797438,AHARONI HAIM,730,AVENUE U
NY,11226,Kings,Brooklyn,-73.96413164,40.64119881,DELI GRILL VAPE AND CONVENIENCES INC,1510,CORTELYOU RD
NY,10461,Bronx,Bronx,-73.82923857,40.85213561,AMEXNY LLC,3223A,WESTCHESTER AVE
NY,11225,Kings,Brooklyn,-73.9506211,40.66705933,MERMAID FISH MARKET CORP,867,NOSTRAND AVE
NY,10468,Bronx,Bronx,-73.89794612,40.86709077,J&B AFRICAN MARKET LLC,2649,JEROME AVE
NY,11230,Kings,Brooklyn,-73.97427005,40.6144597,VARIEDADES CRISTAL TIENDA GUATEMALTECA I,1580,MCDONALD AVENUE
NY,11204,Kings,Brooklyn,-73.98446689,40.61807226,DELI GROCERY GOD BLESS YOU INC,6210,20TH AVENUE
NY,10473,Bronx,Bronx,-73.8569758,40.81552006,ALIAS DELI GROCERY CORP,1918,LACOMBE AVE
NY,10303,Richmond,Staten Island,-74.16618689,40.63252991,VALUE GRILL INC,281,SOUTH AVE
NY,10010,New York,Manhattan,-73.98342896,40.73875385,HEAVENLY FINEST DELI INC I,296,THIRD AVENUE
NY,10451,Bronx,Bronx,-73.9221803,40.81829317,RCC DELI FOOD CORP,588,MORRIS AVENUE
NY,10038,New York,Manhattan,-74.00838231,40.70968835,71 SALT & PEPPER CORP,71,NASSAU ST
NY,10467,Bronx,Bronx,-73.86487985,40.87944758,3610 MINI MARKET DELI CORP,3610,WHITE PLAINS RD
NY,10453,Bronx,Bronx,-73.91790058,40.84841551,JSR GOURMET DELI CORP,1712-1714,UNIVERSITY AVE
NY,10065,New York,Manhattan,-73.96320955,40.76247221,HEAVENLY FINEST DELI INC II,1175,SECOND AVE
NY,11368,Queens,Queens,-73.86811392,40.75242331,BROTHERS DELI & MINI MARKET CORP,35-59,99TH ST
NY,11235,Kings,Brooklyn,-73.93573627,40.58419227,CERISE PATISSERIE INC,3099,EMMONS AVENUE
NY,10309,Richmond,Staten Island,-74.21628879,40.523263,AMBOYS FINEST MARKET INC,6323,AMBOY ROAD
NY,11207,Kings,Brooklyn,-73.89174217,40.65977277,PENN KING CONVENIENCE INC,538,HEGEMAN AVE
NY,11426,Queens,Queens,-73.71541643,40.73566068,ALHABIB SUPER INC,252-02,HILLSIDE AVE
NY,11206,Kings,Brooklyn,-73.93772739,40.6937981,BHUIYAN DELI GROCERY CORP,333,PULASKI ST
NY,11223,Kings,Brooklyn,-73.97977319,40.6050327,EMANUEL DELI GROCERY II CORP,290,KINGS HWY
NY,11223,Kings,Brooklyn,-73.9772318,40.59614386,CAMPOS DELI GROCERY CORP,2113,WEST 6TH STREET
NY,10458,Bronx,Bronx,-73.88271557,40.85383075,2405 PROSPECT DELI CORP,2405,PROSPECT AVE
NY,11694,Queens,Queens,-73.81989811,40.58527421,SURFSIDE DELI GROCERY INC,224,BEACH 98TH ST.
NY,10469,Bronx,Bronx,-73.85155874,40.87248481,MAL DELI & GROCERY CORP,1226,E GUN HILL RD.
NY,10012,New York,Manhattan,-73.99970477,40.72740316,NYC FINEST DELI GOURMET CORP,496,LAGUADIA PLACE. STORE 1A
NY,11429,Queens,Queens,-73.73512799,40.71294593,NEW PRICE RITE DELI CORP,218-88,HEMPSTEAD AVE.
NY,10467,Bronx,Bronx,-73.87637722,40.87178241,JAHANGIR GENERAL GROCERY CORP,3133,WEBSTER AVENUE
NY,11355,Queens,Queens,-73.81517726,40.76213329,GREEN MEAT MARKET INC,149-16,41ST AVE
NY,10309,Richmond,Staten Island,-74.21250595,40.55142796,SRM PRODUCE & MEAT LLC,1006,ROSSVILLE AVENUE
NY,10454,Bronx,Bronx,-73.91758626,40.81007962,AYHAM DELI GROCERY & GRILL CORP,350,BROOK AVE
NY,11204,Kings,Brooklyn,-73.98795795,40.61471518,GREATER INTERNATIONAL TRADING INC,6806,20TH AVE
NY,10468,Bronx,Bronx,-73.90335102,40.85961951,JRI JEROME FOOD CORP,2343,JEROME AVE
NY,10012,New York,Manhattan,-73.99679617,40.72519864,TARGET CORPORATION,600,BROADWAY
NY,11226,Kings,Brooklyn,-73.95930467,40.65041308,TARGET CORPORATION,2101,CHURCH AVE
NY,11434,Queens,Queens,-73.77474472,40.68673547,MERRICK 1 DELI INC,117-06,MERRICK BLVD
NY,11226,Kings,Brooklyn,-73.95600555,40.65077258,SUNRISE GOURMET DELI II CORP,2186,BEDFORD AVE
NY,11385,Queens,Queens,-73.90995286,40.70427972,V & K DELI & GROCERY INC,589,SENECA AVE
NY,11206,Kings,Brooklyn,-73.94611633,40.69511318,SPICY MINI MARKET CORP,131,TOMPKINS AVE
NY,10019,New York,Manhattan,-73.98438726,40.76430244,900 8TH DELI CORP,900,8TH AVE.
NY,10037,New York,Manhattan,-73.93668418,40.81438423,MOE DELI GRILL CORP,2254,5TH AVE.
NY,11206,Kings,Brooklyn,-73.94441481,40.70163032,ABES BODEGA LLC,63,WHIPPLE STREET 1R
NY,11101,Queens,Queens,-73.94534142,40.74787521,AI MART INC,2151,44TH DR.
NY,11412,Queens,Queens,-73.76343317,40.70011835,A&M DELI EXPRESS 1 INC,112-31,FARMERS BLVD
NY,10452,Bronx,Bronx,-73.92731036,40.83390912,HIGHBRIDGE GROCERY INC,82,W 165TH ST.
NY,11222,Kings,Brooklyn,-73.95194804,40.72558806,MITSUKI JAPANESE MARKET INC,703,MANHATTAN AVENUE
NY,11204,Kings,Brooklyn,-73.98565871,40.61621764,JARASA INC,2006,65TH ST
NY,10453,Bronx,Bronx,-73.91585758,40.85424852,LA FIERITA MINI MARKET CORP,172,W BURNSIDE AVENUE
NY,11208,Kings,Brooklyn,-73.87841335,40.68177083,EL CONUCO DE MAMA CORP,3156,FULTON STREET
NY,11221,Kings,Brooklyn,-73.93686414,40.69294441,960 STAR DELI GROCERY CORP,960,DEKALB AVE
NY,11212,Kings,Brooklyn,-73.92365409,40.66460842,URBAN JUICE BAR & GRILL 1 CORP,1091,RUTLAND RD
NY,11214,Kings,Brooklyn,-73.99545506,40.59709303,BATH HEALTHY DELI AND GRILL CORP,2272,BATH AVE.
NY,10304,Richmond,Staten Island,-74.08292877,40.62367192,MAM&J GRILL & CONVENIENCE CORP,251,BROAD ST
NY,10302,Richmond,Staten Island,-74.13630616,40.6243133,JAY KUMAR ENTERPRISE INC,1440,FOREST AVENUE
NY,11214,Kings,Brooklyn,-74.00250525,40.59977532,2014 CROPSEY LLC,2014,CROPSEY AVE
NY,10468,Bronx,Bronx,-73.90272557,40.86906818,125 MAIN ESSENTIALS FOOD CORP,125,W KINGSBRIDGE RD. STORE 4&5
NY,10030,New York,Manhattan,-73.93944593,40.82158344,GENERAL TOP DELI GRILL CORP,2496,ADAM CLAYTON POWELL JR BLVD
NY,11235,Kings,Brooklyn,-73.95176448,40.58557541,DELI CAFE & JUICE BAR NY CORP,1720,SHEEPSHEAD BAY RD
NY,11226,Kings,Brooklyn,-73.94932995,40.64700345,TASTY MARKET AND DELI CORP,1606,NOSTRAND AVE
NY,10451,Bronx,Bronx,-73.91744779,40.82708445,163RD DELI GROCERY CORP,928,MORRIS AVE
NY,10451,Bronx,Bronx,-73.90898173,40.82433221,KING 163RD DELI CORP,517,EAST 163RD STREET
NY,11356,Queens,Queens,-73.84607823,40.78151032,EAT FAIR GROCERY CORP,2004,COLLEGE POINT BLVD
NY,11368,Queens,Queens,-73.8631795,40.75790483,LA SIMPATIA GROCERY CORP,105-13,NORTHERN BLVD
NY,10472,Bronx,Bronx,-73.8498806,40.82784171,1002 CASTLEHILL INDIAN CORP,1002,CASTLE HILL AVE
NY,10128,New York,Manhattan,-73.95215155,40.78665446,CARNEGIE SPECIALTY FOODS INC,1245,PARK AVE
NY,11219,Kings,Brooklyn,-73.99825982,40.63818246,LEAHS KITCHEN INC,4916,FORT HAMILTON PARKWAY
NY,11220,Kings,Brooklyn,-74.00332265,40.64129541,DONG XU MARKET INC,4913,8TH AVE
NY,11106,Queens,Queens,-73.93293797,40.76735387,K-A DELI GROCERY CORP,3136,14TH STREET
